,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
CSF2RB,0.0202121324587693,-0.136414156098363,1.24398681243805,-0.109658844237271,0.912679941046764,NA,NOT_CHANGE
TST,0.00733014528517153,-0.0141681449231953,2.14413650511631,-0.00660785583818357,0.994727732214568,NA,NOT_CHANGE
MPST,0.0488336314806826,-0.146654522829586,0.607305597960535,-0.241483897599634,0.809180095115803,NA,NOT_CHANGE
KCTD17,0.0146976346163682,-0.0246833701779148,1.31344850955609,-0.0187927962141867,0.985006400597805,NA,NOT_CHANGE
IL2RB,0.0116061918717251,-0.017292409565186,1.58811202179604,-0.0108886585630336,0.991312279118583,NA,NOT_CHANGE
C1QTNF6,0.00408489926393551,0.0163854469723198,3.01444527943224,0.00543564253234873,0.995663006102361,NA,NOT_CHANGE
SSTR3,0.000815697363907029,0.0136729068380623,3.89853328810201,0.00350719253309722,0.997201670962841,NA,NOT_CHANGE
RAC2,0.965688120216185,-1.08264418329029,0.103489648696214,-10.461376542772,1.2995380198624e-25,2.08892681705154e-24,DOWN
CYTH4,0.0922908611419676,-0.126054908331202,0.368635211503557,-0.3419502651878,0.73238832105212,NA,NOT_CHANGE
RP1-63G5.8,0.000406502542406988,0.0122515540169462,3.89853328810201,0.00314260597808332,0.997492567336624,NA,NOT_CHANGE
MFNG,0.0888000327997642,-0.232574288650333,0.376008250486248,-0.618535067646976,0.536222689185176,NA,NOT_CHANGE
CARD10,0.000412166414379214,0.0209224283475305,3.89853328810201,0.00536674354208645,0.995717978741074,NA,NOT_CHANGE
CDC42EP1,0.00244518238866236,-0.0139038263786938,3.89853328810201,-0.00356642494784566,0.997154410629212,NA,NOT_CHANGE
LGALS2,0.00786496330539362,-0.0054986279335692,2.31274337204017,-0.00237753483592027,0.998103003448832,NA,NOT_CHANGE
GGA1,0.12573185594421,-0.197336124665788,0.279334838150995,-0.706450101147491,0.479908273370149,0.549071524532317,NOT_CHANGE
SH3BP1,0.0469781722934796,-0.113391615520717,0.648736600552358,-0.174788373931995,0.861245923965832,NA,NOT_CHANGE
RN7SL385P,0.000408198636012805,0.0209224283475307,3.89853328810201,0.0053667435420865,0.995717978741074,NA,NOT_CHANGE
LGALS1,0.561163783335274,-0.189260969878244,0.187231852624811,-1.01083745754254,0.312094231979973,0.392779703005078,NOT_CHANGE
NOL12,0.0368829782849792,-0.0751503806639819,0.700148448693791,-0.107334924192411,0.914523279072241,NA,NOT_CHANGE
TRIOBP,0.0245094187664162,-0.0671870738589163,0.916673908304101,-0.0732944106407656,0.941571839401448,NA,NOT_CHANGE
H1F0,0.00796099675292304,-0.0214161015541906,1.93347836250984,-0.0110764630054564,0.991162441890448,NA,NOT_CHANGE
GCAT,0.00367630650500694,0.0149614019558367,3.22339473468862,0.00464150474492912,0.996296628322438,NA,NOT_CHANGE
ANKRD54,0.0402548988276492,-0.130305283635734,0.662612402914783,-0.19665385534972,0.84409842294441,NA,NOT_CHANGE
EIF3L,0.920425549335529,-0.616182305980145,0.0970899373854375,-6.34651048886726,2.20253536883651e-10,9.91026935031015e-10,NOT_CHANGE
MICALL1,0.00978671769790447,-0.0330711575149595,1.71651776933263,-0.0192664230489251,0.984628569479754,NA,NOT_CHANGE
POLR2F,0.177244418195991,-0.430242412255462,0.223765761480739,-1.92273567416388,0.0545132542071761,0.0970954939862248,NOT_CHANGE
PICK1,0.00982429666722337,-0.0070579925281026,1.71644986861067,-0.00411197125950174,0.996719130863238,NA,NOT_CHANGE
BAIAP2L2,0.0012238062047245,0.0150942596591783,3.89853328810201,0.00387177908811107,0.996910774961019,NA,NOT_CHANGE
CTA-228A9.3,0.000813478945319726,0.0136729068380619,3.89853328810201,0.0035071925330971,0.997201670962841,NA,NOT_CHANGE
PLA2G6,0.0083601808574487,-0.011323229905921,1.87320866096881,-0.0060448310654643,0.995176951992571,NA,NOT_CHANGE
CTA-228A9.4,0.00774632082892607,0.020516648337613,2.06669630483294,0.00992726811851123,0.992079316135597,NA,NOT_CHANGE
MAFF,0.00815013765450647,-0.00407451020024556,1.99597783440751,-0.00204136044499464,0.998371231149127,NA,NOT_CHANGE
TMEM184B,0.00652851275365084,-0.0242613085283116,2.23229830593474,-0.0108683093401142,0.991328514488688,NA,NOT_CHANGE
CSNK1E,0.0249637788490996,-0.0296601020557144,0.949484577459469,-0.0312381082956353,0.975079648708539,NA,NOT_CHANGE
RP1-5O6.7,0.0142783309565275,-0.0261051544270292,1.39109740348736,-0.0187658710034149,0.985027880019939,NA,NOT_CHANGE
KDELR3,0.000609845842401638,0.00500203250747797,3.89853328810201,0.00128305496909408,0.998976270530381,NA,NOT_CHANGE
DDX17,0.422646419728565,-0.653182214340121,0.122719319419646,-5.32257037790869,1.02311181159332e-07,3.8866259249004e-07,NOT_CHANGE
DMC1,0.00367319935218641,-0.0269719670534507,3.22361398678055,-0.00836699653372204,0.993324180537481,NA,NOT_CHANGE
FAM227A,0.000814534907314118,0.0136729068380625,3.89853328810201,0.00350719253309727,0.997201670962841,NA,NOT_CHANGE
CBY1,0.0151117148637666,-0.00591972861727455,1.28959101197393,-0.00459039227344909,0.996337409739825,NA,NOT_CHANGE
TOMM22,0.310650911988192,-0.66175134834117,0.151598661778479,-4.36515296756472,1.27033830423133e-05,4.01105195086029e-05,NOT_CHANGE
JOSD1,0.0594371350206845,0.0102753621171738,0.494467592898351,0.0207806583581021,0.983420626802381,NA,NOT_CHANGE
GTPBP1,0.0519594496368367,0.0453881837256084,0.546325873462664,0.0830789569564661,0.933788757909573,NA,NOT_CHANGE
SUN2,0.0889273662459266,-0.265596154681867,0.372795112673362,-0.712445377240174,0.476189024625888,NA,NOT_CHANGE
RP3-508I15.21,0.00531164171976748,0.00331286316849782,2.54990140267003,0.00129921226170897,0.998963378886805,NA,NOT_CHANGE
RP3-508I15.22,0.00122242481558786,0.0150942596591786,3.89853328810201,0.00387177908811116,0.996910774961019,NA,NOT_CHANGE
DNAL4,0.0126501619175791,-0.0130272978904344,1.42112704059283,-0.00916687777962485,0.992685992183703,NA,NOT_CHANGE
CBX6,0.0517943709192856,-0.0876638729095212,0.572211420133518,-0.153201893260127,0.87823906469292,NA,NOT_CHANGE
APOBEC3A,0.00328778563846836,0.0308784343172784,3.47369923321333,0.00888920779958098,0.99290753174453,NA,NOT_CHANGE
APOBEC3B,0.00122123439466684,0.00642338532859451,3.89853328810201,0.00164764152410809,0.998685372860984,NA,NOT_CHANGE
APOBEC3C,0.23039277693549,-0.402161651042226,0.181475738444638,-2.21606289903546,0.0266871947119237,0.0519585522669586,NOT_CHANGE
APOBEC3D,0.00203548178048623,0.0179369653014116,3.89853328810201,0.00460095219813916,0.996328984227927,NA,NOT_CHANGE
APOBEC3F,0.0177831211044048,-0.0379037986892533,1.2232695217268,-0.0309856479018191,0.975280985492996,NA,NOT_CHANGE
APOBEC3G,0.133799662668816,-0.308250465030521,0.276122967345518,-1.11635213830221,0.264271432038786,0.346366533231428,NOT_CHANGE
APOBEC3H,0.00491727841538555,-0.00678091315772041,2.68323373093727,-0.00252714218651083,0.997983634412665,NA,NOT_CHANGE
CBX7,0.0684354927573798,-0.115955407733076,0.444922069910102,-0.260619590654392,0.794385880498631,NA,NOT_CHANGE
RP4-742C19.13,0.0208654418137246,0.0486649308260503,1.05163772772383,0.0462753755814568,0.963090765717684,NA,NOT_CHANGE
RP3-333H23.8,0.00122769529640278,0.0150942596591786,3.89853328810201,0.00387177908811116,0.996910774961019,NA,NOT_CHANGE
RPL3,17.5249974225365,-0.38367043172889,0.0553381202466308,-6.9332031883076,4.11416606360561e-12,2.05708303180281e-11,NOT_CHANGE
SYNGR1,0.0220026392359372,-0.0164397293020747,1.08106349367557,-0.0152069969971702,0.98786703951168,NA,NOT_CHANGE
TAB1,0.0154832758654005,-0.0290902049663194,1.28943793165688,-0.0225603763098078,0.982000950900526,NA,NOT_CHANGE
MGAT3,0.00529394070092111,-0.0299497845075429,2.55020197957892,-0.0117440833108004,0.990629792641313,NA,NOT_CHANGE
MIEF1,0.0228613739119332,-0.113385622654672,1.02398598790776,-0.110729662313392,0.911830723488476,NA,NOT_CHANGE
ATF4,0.34543957668171,-0.660591875286254,0.148426512809152,-4.45063259106308,8.5617712450328e-06,2.7344244780934e-05,NOT_CHANGE
RPS19BP1,0.261912391237654,-0.658397731120308,0.174117879216619,-3.78133327882543,0.000155990674498794,0.000444219417130534,NOT_CHANGE
GRAP2,0.0216784304155756,-0.00918983863233537,1.03744718692845,-0.00885812670574925,0.992932329893083,NA,NOT_CHANGE
RP3-370M22.8,0.00286452614532578,0.0207815197229405,3.78229697612482,0.0054944177715607,0.995616110946747,NA,NOT_CHANGE
FAM83F,0.00203762060974114,0.017936965301411,3.89853328810201,0.00460095219813899,0.996328984227927,NA,NOT_CHANGE
RP3-496C20.1,0.000409362974187393,0.0209224283475305,3.89853328810201,0.00536674354208645,0.995717978741074,NA,NOT_CHANGE
TNRC6B,0.39786568983755,0.0950121897154682,0.128956718219595,0.736775803752043,0.461258699832396,0.530542975265529,NOT_CHANGE
ADSL,0.0338819158028547,-0.0764291151702644,0.777676883496561,-0.0982787540586608,0.921710948304985,NA,NOT_CHANGE
